Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Shoes,Loafers,East,New York,2023-02-24,Shoes Loafers,5733,49.35,7.65,8.87,L,662,857,Orange
Accessories,Necklaces,East,Illinois,2022-05-24,Accessories Necklaces,7760,479.29,125.49,80.87,L,576,996,Gray
Accessories,Hats,East,California,2022-06-28,Accessories Hats,4114,251.02,62.53,27.35,M,696,826,Orange
Clothes,Shirts,East,Pennsylvania,2023-07-16,Clothes Shirts,9031,273.05,72.31,26.6,XL,512,1097,Orange
Clothes,Hoodies,East,North Carolina,2023-11-14,Clothes Hoodies,8937,383.84,66.0,51.49,L,603,1053,White
Accessories,Bags,South,Florida,2022-03-27,Accessories Bags,3149,167.8,33.7,18.73,XL,597,983,Orange
Shoes,Heels,West,North Carolina,2022-02-07,Shoes Heels,7151,396.95,81.36,51.58,M,674,875,Yellow
Accessories,Sunglasses,South,Florida,2022-08-01,Accessories Sunglasses,4401,79.68,19.23,8.61,XL,554,973,Orange
Shoes,Loafers,North,Texas,2022-05-04,Shoes Loafers,2848,394.34,112.58,27.83,XL,624,881,Blue
Clothes,Blouses,East,Florida,2022-10-08,Clothes Blouses,1581,211.09,41.13,39.9,S,687,870,Black
Accessories,Necklaces,South,Michigan,2023-12-02,Accessories Necklaces,8852,471.43,105.28,89.65,L,564,848,Purple
Clothes,Trousers,North,California,2023-04-02,Clothes Trousers,4225,193.86,48.08,11.52,M,528,1006,Orange
Clothes,Skirts,East,Georgia,2022-05-03,Clothes Skirts,4209,480.96,89.33,56.46,S,595,1056,Yellow
Clothes,Shorts,North,Ohio,2022-01-27,Clothes Shorts,8850,86.12,11.45,8.56,M,556,884,Red
Clothes,Blouses,West,Michigan,2023-08-15,Clothes Blouses,9033,302.68,30.7,34.29,S,512,994,Yellow
Shoes,Running Shoes,East,North Carolina,2023-04-29,Shoes Running Shoes,5348,12.39,2.15,1.82,L,558,888,Green
Accessories,Scarves,North,Ohio,2023-03-19,Accessories Scarves,1419,410.43,96.02,26.83,M,687,910,Black
Shoes,Soccer Shoes,North,Pennsylvania,2022-02-08,Shoes Soccer Shoes,2595,29.42,3.47,1.65,M,635,1028,Gray
Shoes,Flats,North,New York,2023-04-17,Shoes Flats,4563,489.63,119.31,90.03,XL,692,819,Blue
Shoes,Loafers,North,Georgia,2023-03-13,Shoes Loafers,4296,11.72,2.31,0.85,XL,592,1097,Pink
Accessories,Ties,West,Pennsylvania,2022-11-13,Accessories Ties,7264,258.32,77.44,41.6,S,535,830,Gray
Accessories,Gloves,North,Pennsylvania,2023-05-18,Accessories Gloves,5183,335.07,82.57,28.79,M,530,1043,Red
Clothes,Shorts,West,Ohio,2022-12-13,Clothes Shorts,9303,94.16,25.24,7.97,XL,649,1002,Black
Clothes,Trousers,North,Ohio,2022-01-17,Clothes Trousers,1966,243.18,44.66,47.99,L,635,981,Orange
Clothes,Blouses,East,North Carolina,2023-11-10,Clothes Blouses,2203,406.59,43.36,47.61,M,662,1096,Black
Shoes,Slippers,East,Pennsylvania,2023-05-02,Shoes Slippers,9513,449.09,110.02,43.69,S,679,953,Black
Clothes,Suits,South,California,2023-02-23,Clothes Suits,9312,238.49,25.37,26.88,XL,666,1078,White
Clothes,Pajamas,South,Texas,2022-08-11,Clothes Pajamas,1277,339.57,60.0,39.69,L,600,1044,Gray
Accessories,Socks,West,North Carolina,2023-12-13,Accessories Socks,9843,123.48,19.29,6.87,M,565,820,Green
Shoes,Boots,North,Illinois,2023-03-10,Shoes Boots,1772,155.19,22.72,19.33,XL,588,1047,Green
Shoes,Skate Shoes,South,Michigan,2022-03-01,Shoes Skate Shoes,8776,383.55,65.82,36.66,XL,617,952,Red
Clothes,Shorts,West,New York,2023-11-10,Clothes Shorts,8326,26.09,7.43,1.98,M,529,1015,Orange
Clothes,Hoodies,West,Georgia,2022-07-27,Clothes Hoodies,6764,163.98,43.62,22.05,S,591,951,Pink
Accessories,Ties,West,Pennsylvania,2023-09-20,Accessories Ties,1260,473.29,55.16,85.99,M,608,947,Gray
Clothes,Dresses,South,Georgia,2023-11-09,Clothes Dresses,7009,171.86,23.66,9.17,S,601,824,Orange
Accessories,Ties,South,Ohio,2022-08-04,Accessories Ties,6342,361.65,40.56,32.08,L,633,968,Black
Accessories,Wallets,North,Pennsylvania,2023-03-11,Accessories Wallets,9934,249.24,70.7,29.06,S,538,906,Purple
Shoes,Loafers,East,Pennsylvania,2023-08-16,Shoes Loafers,8584,213.21,46.87,21.78,XL,602,875,Pink
Shoes,Hiking Boots,East,Pennsylvania,2023-03-30,Shoes Hiking Boots,7485,180.16,27.63,20.36,XL,523,867,White
Shoes,Sandals,West,Florida,2023-05-24,Shoes Sandals,5381,255.43,59.96,17.07,S,593,986,Gray
Shoes,Sneakers,South,California,2023-03-23,Shoes Sneakers,6245,133.52,28.05,22.34,XL,592,894,Pink
Clothes,Trousers,North,Michigan,2023-02-06,Clothes Trousers,1816,416.94,59.15,63.62,M,502,812,Red
Accessories,Scarves,South,Texas,2022-05-18,Accessories Scarves,3486,189.58,43.46,31.83,L,546,977,Purple
Clothes,Dresses,North,Illinois,2023-01-21,Clothes Dresses,2892,442.99,76.48,45.31,L,523,899,Pink
Shoes,Slippers,West,North Carolina,2023-05-04,Shoes Slippers,9345,439.34,105.35,29.74,M,504,1046,Blue
Accessories,Socks,West,Michigan,2022-08-28,Accessories Socks,3956,494.83,94.85,70.94,XL,625,1099,Purple
Clothes,Skirts,West,Michigan,2022-12-27,Clothes Skirts,8416,252.85,63.99,14.09,S,561,1096,White
Shoes,Heels,North,Georgia,2022-06-09,Shoes Heels,4027,399.58,101.59,24.84,M,526,891,Pink
Accessories,Bags,North,Georgia,2023-08-06,Accessories Bags,5058,93.35,23.92,13.4,XL,537,818,Orange
Clothes,Jeans,South,Texas,2023-10-26,Clothes Jeans,7579,358.6,78.28,22.24,M,536,1000,Gray
Accessories,Bags,South,Ohio,2022-02-23,Accessories Bags,9798,325.34,60.89,28.88,XL,595,942,Blue
Accessories,Hats,South,Pennsylvania,2022-11-17,Accessories Hats,5536,221.01,24.9,24.98,XL,655,802,Yellow
Clothes,Trousers,North,Georgia,2022-10-08,Clothes Trousers,8297,44.07,10.37,3.04,XL,587,802,Blue
Shoes,Heels,West,Georgia,2022-02-01,Shoes Heels,6284,275.6,39.81,39.91,M,544,952,White
Shoes,Flats,South,Texas,2022-01-14,Shoes Flats,1809,429.98,83.5,26.87,XL,675,1037,Blue
Clothes,Pajamas,West,Pennsylvania,2022-02-03,Clothes Pajamas,3868,149.02,38.15,17.94,XL,655,1017,Purple
Shoes,Heels,North,Texas,2023-02-23,Shoes Heels,4072,263.01,40.15,18.36,S,590,909,Pink
Clothes,Blouses,West,Pennsylvania,2023-12-04,Clothes Blouses,1370,101.41,17.94,14.52,M,518,1094,Orange
Accessories,Jewelry,East,California,2023-10-30,Accessories Jewelry,4716,221.15,62.69,18.08,XL,669,1091,Red
Shoes,Heels,East,Michigan,2023-03-28,Shoes Heels,9340,46.35,7.33,5.27,S,607,885,Gray
Accessories,Socks,East,North Carolina,2023-05-08,Accessories Socks,6718,89.81,25.62,10.93,XL,524,1054,Yellow
Clothes,Coats,West,California,2023-05-07,Clothes Coats,7472,65.77,14.55,12.41,L,504,1047,Black
Clothes,Jeans,South,California,2023-12-31,Clothes Jeans,1970,145.43,16.97,11.79,XL,631,1024,Green
Clothes,Jackets,East,Illinois,2022-04-03,Clothes Jackets,1247,33.96,7.52,4.91,XL,670,812,Orange
Shoes,Tennis Shoes,East,California,2022-09-23,Shoes Tennis Shoes,6879,100.92,25.04,11.11,L,604,1090,Green
Accessories,Jewelry,East,Pennsylvania,2022-08-13,Accessories Jewelry,6034,337.25,71.33,56.05,S,629,839,Green
Shoes,Slippers,North,Georgia,2023-05-10,Shoes Slippers,2718,447.85,69.62,23.58,L,630,892,Purple
Accessories,Umbrellas,South,North Carolina,2023-12-12,Accessories Umbrellas,4385,268.95,51.22,44.71,XL,571,816,Orange
Accessories,Sunglasses,North,Pennsylvania,2023-03-16,Accessories Sunglasses,5773,427.27,64.79,69.99,XL,645,908,Yellow
Accessories,Socks,South,North Carolina,2023-01-16,Accessories Socks,8547,402.23,59.76,64.45,XL,656,868,Red
Accessories,Watches,West,North Carolina,2022-04-11,Accessories Watches,6275,31.84,6.39,3.4,M,522,858,Black
Clothes,Coats,South,Michigan,2023-06-21,Clothes Coats,2137,109.56,22.84,12.95,L,571,1092,Gray
Clothes,Sweaters,East,Illinois,2023-03-29,Clothes Sweaters,3097,286.36,29.11,19.66,XL,645,823,Orange
Shoes,Tennis Shoes,East,Florida,2023-09-02,Shoes Tennis Shoes,5438,29.81,6.43,5.8,L,564,1076,White
Accessories,Jewelry,East,California,2023-11-19,Accessories Jewelry,6278,131.61,26.09,11.04,M,551,969,Orange
Clothes,Sweaters,South,California,2022-09-21,Clothes Sweaters,3453,108.59,30.92,17.9,M,679,1091,Blue
Clothes,Hoodies,North,Illinois,2023-03-30,Clothes Hoodies,7549,56.95,14.0,9.21,L,558,1089,White
Clothes,Shorts,South,Michigan,2022-06-26,Clothes Shorts,6888,445.83,119.64,58.89,XL,618,862,White
Accessories,Gloves,East,California,2022-06-03,Accessories Gloves,5835,202.04,56.09,10.44,L,509,1084,Blue
Clothes,Sweaters,North,Illinois,2023-08-13,Clothes Sweaters,1550,94.58,11.5,18.53,S,635,845,Purple
Shoes,Basketball Shoes,West,Michigan,2023-11-14,Shoes Basketball Shoes,8644,83.15,21.48,16.22,M,533,813,Black
Accessories,Gloves,South,Michigan,2023-05-15,Accessories Gloves,1130,185.35,47.02,24.54,S,680,910,Orange
Shoes,Golf Shoes,North,Ohio,2022-11-14,Shoes Golf Shoes,1896,374.0,103.01,61.49,XL,690,972,Yellow
Accessories,Bags,East,Michigan,2022-11-21,Accessories Bags,2382,73.26,21.22,13.98,M,670,1037,Orange
Clothes,Shirts,South,Michigan,2022-01-24,Clothes Shirts,3435,244.16,68.54,29.49,XL,639,800,Orange
Shoes,Flats,East,Texas,2023-11-20,Shoes Flats,3182,226.34,49.38,12.36,XL,563,1004,Orange
Clothes,Sweaters,North,Illinois,2022-10-01,Clothes Sweaters,6966,299.91,64.65,40.23,M,688,1034,Yellow
Accessories,Necklaces,North,Michigan,2022-09-06,Accessories Necklaces,2420,10.75,2.92,1.2,S,660,885,Black
Accessories,Headbands,South,New York,2023-04-27,Accessories Headbands,5796,250.97,56.09,46.66,L,586,867,Black
Accessories,Belts,South,New York,2022-07-30,Accessories Belts,4660,270.38,53.57,21.93,L,699,1075,White
Accessories,Ties,South,Illinois,2023-05-23,Accessories Ties,2104,137.38,39.57,11.62,L,551,857,Orange
Shoes,Sneakers,West,Illinois,2022-06-28,Shoes Sneakers,9236,431.67,124.5,76.95,XL,610,921,Green
Clothes,Leggings,East,Pennsylvania,2022-10-31,Clothes Leggings,9371,70.85,11.46,5.26,S,642,894,Pink
Shoes,Loafers,East,Ohio,2022-05-03,Shoes Loafers,2345,21.87,6.25,1.52,S,693,869,Green
Shoes,Boots,East,Pennsylvania,2023-04-16,Shoes Boots,1790,201.67,33.8,24.47,XL,617,1003,Pink
Shoes,Golf Shoes,South,North Carolina,2022-04-03,Shoes Golf Shoes,8328,228.52,24.51,17.78,M,680,879,Green
Clothes,Blouses,South,Texas,2022-03-08,Clothes Blouses,8219,467.05,86.39,91.0,S,655,955,Pink
Accessories,Scarves,East,North Carolina,2022-04-17,Accessories Scarves,2229,186.64,55.03,37.23,L,596,895,Black
Clothes,Pajamas,West,Texas,2022-02-18,Clothes Pajamas,2476,39.66,10.21,6.02,S,512,845,Blue
Accessories,Socks,East,Pennsylvania,2023-02-02,Accessories Socks,3414,254.78,39.72,34.36,S,531,807,Pink
Shoes,Slippers,North,Florida,2022-02-03,Shoes Slippers,4933,397.55,78.9,43.59,XL,610,1062,Orange
Shoes,Slippers,South,Ohio,2022-02-07,Shoes Slippers,4126,444.16,53.11,77.95,L,627,1079,Yellow
Shoes,Sneakers,South,Georgia,2023-06-20,Shoes Sneakers,5972,256.08,39.87,28.68,L,560,1065,Blue
Shoes,Cycling Shoes,South,New York,2022-06-29,Shoes Cycling Shoes,5723,421.37,56.6,79.27,S,676,1020,Pink
Clothes,Leggings,West,Florida,2023-03-30,Clothes Leggings,7801,421.25,49.05,23.87,M,502,868,Black
Shoes,Golf Shoes,North,Texas,2022-10-27,Shoes Golf Shoes,3427,396.98,97.45,42.56,S,677,899,Pink
Clothes,Skirts,North,Illinois,2023-11-01,Clothes Skirts,7765,318.93,66.38,30.78,L,649,860,Black
Accessories,Belts,East,Michigan,2022-02-06,Accessories Belts,8482,264.82,34.13,13.98,M,655,1025,Green
Clothes,Jeans,South,Georgia,2023-10-29,Clothes Jeans,1156,99.72,16.69,7.93,L,602,915,Yellow
Shoes,Soccer Shoes,South,Ohio,2023-04-12,Shoes Soccer Shoes,9340,90.46,9.45,15.54,M,532,903,Red
Shoes,Running Shoes,West,Florida,2023-04-24,Shoes Running Shoes,8923,402.77,112.3,64.89,L,574,888,Black
Shoes,Golf Shoes,West,North Carolina,2022-10-30,Shoes Golf Shoes,3001,220.6,24.26,26.44,M,661,998,Blue
Clothes,Shorts,North,Florida,2022-05-29,Clothes Shorts,1195,149.05,17.58,18.18,S,605,806,Blue
Accessories,Headbands,North,Florida,2023-09-25,Accessories Headbands,1368,260.82,39.69,43.92,L,596,979,Pink
Clothes,Jackets,West,North Carolina,2022-05-16,Clothes Jackets,7090,230.05,64.05,20.52,L,585,889,Purple
Accessories,Ties,South,New York,2022-07-11,Accessories Ties,8092,436.26,52.66,29.92,S,598,1007,Yellow
Accessories,Scarves,South,California,2022-10-28,Accessories Scarves,2868,309.04,69.42,60.01,L,506,897,Orange
Clothes,Shorts,South,Illinois,2023-05-01,Clothes Shorts,5403,324.8,37.38,29.87,L,520,934,White
Clothes,Dresses,West,Texas,2023-10-03,Clothes Dresses,4199,382.61,96.29,75.97,M,596,948,Black
Clothes,Coats,East,New York,2022-01-22,Clothes Coats,8738,274.4,34.39,51.97,XL,663,1097,White
Shoes,Skate Shoes,West,North Carolina,2023-03-08,Shoes Skate Shoes,9681,363.09,55.74,41.59,M,550,1075,Pink
Accessories,Headbands,North,Georgia,2023-04-08,Accessories Headbands,9406,496.98,119.0,62.51,S,699,929,Red
Shoes,Flats,North,Texas,2023-03-25,Shoes Flats,5924,334.81,46.63,37.54,M,622,1031,Yellow
Clothes,Blouses,East,California,2022-06-15,Clothes Blouses,3415,147.23,35.18,21.99,L,532,957,Red
Shoes,Hiking Boots,East,New York,2023-11-19,Shoes Hiking Boots,3185,496.33,127.43,30.75,XL,694,1033,Gray
Clothes,Leggings,West,Pennsylvania,2022-12-21,Clothes Leggings,3278,59.01,10.56,5.12,XL,588,890,Black
Clothes,Shorts,West,Florida,2022-05-23,Clothes Shorts,4358,414.98,124.28,82.77,S,624,922,Green
Accessories,Socks,North,Michigan,2022-05-29,Accessories Socks,9001,297.65,62.25,17.76,M,657,893,Purple
Accessories,Sunglasses,East,Illinois,2023-11-28,Accessories Sunglasses,6132,417.78,46.79,58.55,S,580,807,Purple
Clothes,Shorts,East,North Carolina,2022-03-18,Clothes Shorts,7214,134.38,21.69,10.07,S,695,913,Yellow
Accessories,Gloves,East,Florida,2022-03-16,Accessories Gloves,8199,471.81,113.76,84.86,M,524,872,Red
Accessories,Hats,East,Florida,2023-02-17,Accessories Hats,6352,302.84,61.72,19.49,L,656,934,Purple
Accessories,Bags,South,California,2022-10-16,Accessories Bags,8002,493.62,77.63,28.29,XL,500,862,Purple
Accessories,Sunglasses,North,Texas,2022-03-07,Accessories Sunglasses,5267,305.9,70.47,27.74,L,687,865,Black
Accessories,Socks,North,Florida,2022-02-11,Accessories Socks,2590,456.04,117.67,59.24,XL,566,975,Purple
Accessories,Headbands,East,Texas,2023-03-10,Accessories Headbands,9828,50.38,14.36,4.31,XL,566,902,Blue
Accessories,Scarves,South,Pennsylvania,2022-01-31,Accessories Scarves,4082,53.31,12.67,3.03,XL,550,871,Blue
Accessories,Socks,West,Illinois,2023-09-12,Accessories Socks,9128,112.83,20.21,10.84,S,577,973,Purple
Accessories,Gloves,North,Michigan,2023-06-21,Accessories Gloves,8702,84.19,13.33,8.84,L,665,850,Green
Clothes,Hoodies,North,North Carolina,2023-06-08,Clothes Hoodies,2863,188.3,47.23,35.29,S,531,1009,Yellow
Clothes,Blouses,North,Michigan,2022-02-04,Clothes Blouses,7808,54.17,10.85,10.77,S,535,944,Purple
Clothes,Underwear,South,Illinois,2023-10-21,Clothes Underwear,5054,30.76,7.9,3.34,S,646,1039,Blue
Clothes,Suits,South,Texas,2022-09-23,Clothes Suits,3145,223.7,62.68,39.8,S,558,957,Red
Shoes,Boots,West,North Carolina,2023-07-11,Shoes Boots,8449,292.89,30.3,43.01,S,513,822,Pink
Shoes,Basketball Shoes,East,Illinois,2023-07-08,Shoes Basketball Shoes,9165,431.36,48.62,81.32,S,676,1087,Yellow
Clothes,Trousers,East,California,2022-02-17,Clothes Trousers,3773,395.03,78.76,53.91,L,568,1040,Yellow
Clothes,Blouses,South,Michigan,2023-04-19,Clothes Blouses,3215,262.75,53.1,51.27,L,530,996,Yellow
Clothes,Pajamas,South,Illinois,2023-08-31,Clothes Pajamas,6663,303.85,37.09,57.33,XL,642,1017,Gray
Clothes,Sweaters,West,Michigan,2023-03-18,Clothes Sweaters,2981,93.86,25.68,16.04,S,588,899,Blue
Clothes,Shorts,South,California,2022-02-26,Clothes Shorts,4252,227.8,31.48,37.55,M,520,972,Green
Accessories,Wallets,North,California,2023-04-22,Accessories Wallets,1861,216.8,50.65,13.7,M,662,918,Red
Accessories,Socks,South,Illinois,2022-08-12,Accessories Socks,9494,106.34,12.28,7.93,M,683,950,Yellow
Accessories,Headbands,North,New York,2022-06-29,Accessories Headbands,2671,339.59,100.38,65.4,M,578,976,Red
Shoes,Flats,East,Michigan,2023-06-21,Shoes Flats,2558,315.27,77.81,42.67,M,601,1005,Pink
Clothes,Trousers,North,Michigan,2023-09-27,Clothes Trousers,5338,428.58,117.07,48.03,XL,505,899,Orange
Shoes,Hiking Boots,West,Illinois,2023-12-19,Shoes Hiking Boots,5096,358.81,75.93,64.0,L,568,1066,Blue
Accessories,Headbands,East,Florida,2022-05-04,Accessories Headbands,4950,229.69,66.83,31.34,XL,531,852,White
Clothes,Jeans,North,Georgia,2022-04-01,Clothes Jeans,4907,423.42,108.42,37.16,S,517,955,White
Shoes,Tennis Shoes,West,Pennsylvania,2023-05-26,Shoes Tennis Shoes,6920,268.2,45.18,51.1,XL,582,1057,Gray
Clothes,Shorts,South,North Carolina,2022-08-10,Clothes Shorts,9626,284.01,52.65,44.24,XL,699,913,Pink
Shoes,Slippers,South,Michigan,2022-08-21,Shoes Slippers,5276,466.51,129.46,84.06,XL,550,889,Green
Accessories,Jewelry,South,Texas,2023-07-01,Accessories Jewelry,1000,421.32,57.49,27.59,L,652,1006,Gray
Clothes,Leggings,East,Illinois,2023-08-08,Clothes Leggings,5508,136.19,35.53,18.65,S,633,944,Red
Shoes,Slippers,North,Pennsylvania,2023-09-04,Shoes Slippers,7827,478.09,115.13,45.63,S,609,906,White
Clothes,Underwear,East,Pennsylvania,2022-02-03,Clothes Underwear,8012,108.54,19.01,12.75,S,581,996,Orange
Accessories,Necklaces,West,Illinois,2023-05-19,Accessories Necklaces,9575,436.83,66.3,74.25,M,518,924,Blue
Shoes,Heels,North,Georgia,2023-07-28,Shoes Heels,9426,41.99,10.99,4.81,XL,634,880,Yellow
Clothes,Shorts,East,Florida,2023-07-03,Clothes Shorts,9853,20.28,4.12,1.77,XL,574,1038,Yellow
Shoes,Heels,North,North Carolina,2022-03-29,Shoes Heels,8707,87.37,15.24,7.5,XL,544,867,Red
Shoes,Soccer Shoes,North,California,2023-07-01,Shoes Soccer Shoes,4075,429.71,46.99,40.81,L,505,901,Orange
Clothes,Shirts,West,Illinois,2022-08-12,Clothes Shirts,9596,395.32,91.86,62.06,L,549,951,Purple
Clothes,Blouses,West,Georgia,2023-01-01,Clothes Blouses,8526,498.56,107.75,71.56,L,667,989,Red
Accessories,Headbands,East,California,2022-09-23,Accessories Headbands,9736,240.43,64.24,16.04,XL,559,1010,Green
Clothes,Jackets,North,Florida,2022-07-20,Clothes Jackets,9971,77.0,11.96,9.16,XL,536,918,Black
Accessories,Jewelry,West,Michigan,2022-09-27,Accessories Jewelry,8896,336.75,60.47,27.39,S,632,1086,Green
Clothes,Blouses,East,Ohio,2022-12-01,Clothes Blouses,1577,15.08,3.95,2.33,S,510,937,Black
Shoes,Soccer Shoes,South,Texas,2023-08-31,Shoes Soccer Shoes,6554,441.9,80.68,54.65,L,528,1098,White
Shoes,Sandals,West,Michigan,2023-09-03,Shoes Sandals,3763,209.72,60.39,33.4,L,631,1026,Green
Clothes,Leggings,North,Illinois,2022-12-22,Clothes Leggings,3623,179.04,36.96,19.11,L,537,1085,Orange
Clothes,Skirts,North,Illinois,2023-11-11,Clothes Skirts,1018,356.45,90.04,38.15,L,684,947,White
Accessories,Wallets,South,Florida,2022-03-25,Accessories Wallets,7235,279.07,80.14,36.88,XL,534,991,Green
Clothes,Pajamas,South,Georgia,2023-06-29,Clothes Pajamas,1862,395.61,84.74,20.97,L,569,1041,Gray
Accessories,Keychains,East,New York,2023-03-20,Accessories Keychains,8326,241.11,45.71,27.38,L,651,900,Yellow
Shoes,Hiking Boots,East,North Carolina,2022-03-09,Shoes Hiking Boots,9471,395.1,61.37,58.55,XL,682,1004,Yellow
Shoes,Boots,South,Ohio,2022-08-10,Shoes Boots,8898,327.99,98.28,64.12,M,678,955,Blue
Accessories,Headbands,South,Illinois,2022-04-01,Accessories Headbands,5372,127.12,27.62,14.27,L,522,910,Blue
Clothes,Suits,West,New York,2022-07-24,Clothes Suits,2540,476.34,64.01,71.17,M,683,975,Purple
Shoes,Tennis Shoes,South,Pennsylvania,2022-01-30,Shoes Tennis Shoes,1560,163.74,26.41,15.22,XL,584,1067,Purple
Accessories,Watches,East,North Carolina,2022-06-14,Accessories Watches,2619,26.42,7.76,3.39,L,606,913,Red
Shoes,Sneakers,South,Florida,2022-06-26,Shoes Sneakers,3336,248.66,48.85,18.58,M,695,966,Yellow
Clothes,Coats,East,Michigan,2023-07-17,Clothes Coats,7157,140.52,30.32,19.21,XL,514,962,Pink
Accessories,Ties,South,Illinois,2023-03-22,Accessories Ties,3736,467.02,108.01,43.04,S,576,1012,Orange
Accessories,Wallets,North,North Carolina,2022-08-12,Accessories Wallets,4855,366.32,74.68,19.99,S,605,883,Orange
Clothes,Pajamas,East,Florida,2022-02-26,Clothes Pajamas,5657,210.28,21.1,22.0,XL,565,802,White
Accessories,Necklaces,South,Ohio,2023-03-05,Accessories Necklaces,5391,266.63,69.08,47.55,M,636,834,Green
Accessories,Bags,West,California,2023-01-15,Accessories Bags,5055,471.15,114.14,45.86,M,655,955,White
Shoes,Tennis Shoes,East,New York,2023-12-03,Shoes Tennis Shoes,9988,302.22,72.78,36.74,M,649,817,Orange
Accessories,Scarves,West,Illinois,2023-01-19,Accessories Scarves,7617,427.26,91.26,39.92,S,597,1046,White
Accessories,Socks,West,Florida,2022-05-13,Accessories Socks,8884,181.67,34.08,15.48,S,619,937,Green
Shoes,Tennis Shoes,West,Michigan,2023-11-01,Shoes Tennis Shoes,1510,212.1,47.67,38.0,L,672,850,White
Accessories,Scarves,East,California,2023-03-07,Accessories Scarves,9698,407.65,113.67,66.14,XL,683,1062,Pink
Shoes,Soccer Shoes,East,Ohio,2022-10-17,Shoes Soccer Shoes,5999,230.7,29.96,37.19,S,567,932,Red
Shoes,Golf Shoes,East,Georgia,2023-06-23,Shoes Golf Shoes,6732,83.95,16.31,10.23,L,661,895,Pink
Clothes,Hoodies,North,New York,2022-04-21,Clothes Hoodies,5330,394.46,110.54,21.29,L,612,1038,Orange
Clothes,Skirts,East,Georgia,2023-08-18,Clothes Skirts,4582,419.81,118.38,82.45,XL,588,972,Gray
Clothes,Coats,South,California,2022-07-27,Clothes Coats,2030,229.76,34.0,20.82,S,512,1029,Orange
Shoes,Hiking Boots,North,Texas,2023-08-29,Shoes Hiking Boots,7526,432.11,111.61,79.13,S,668,846,Green
Shoes,Flats,West,Ohio,2022-10-26,Shoes Flats,8339,185.16,26.22,33.99,M,644,985,Pink
Shoes,Boots,North,Texas,2023-07-11,Shoes Boots,8099,370.04,110.79,31.93,M,601,868,Red
Shoes,Sandals,East,California,2022-01-10,Shoes Sandals,5838,171.83,27.15,9.96,M,680,1072,Black
Clothes,Underwear,North,Texas,2022-11-20,Clothes Underwear,3729,486.3,118.98,32.73,M,621,1013,Gray
Accessories,Umbrellas,East,Ohio,2022-06-04,Accessories Umbrellas,7481,366.34,98.87,67.64,L,612,925,Black
Shoes,Flats,West,Michigan,2022-04-01,Shoes Flats,7340,280.8,36.73,48.61,M,656,819,White
